Processing dataset: Dempsters Stream_tax_mass
Processing with K = 10
Experiment 1: Running WLNM...
[sample_neg] Final link counts:
    Train Positive: 772
    Train Negative: 1544
    Test  Positive: 193
    Test  Negative: 1246
Encoding 2316 subgraphs (K = 10)...
[WARN] Link (13,5) triggered large expansion: 38 nodes
[WARN] Link (91,110) triggered large expansion: 40 nodes
[WARN] Link (4,1) triggered large expansion: 53 nodes
[WARN] Link (12,1) triggered large expansion: 43 nodes
[WARN] Link (25,1) triggered large expansion: 53 nodes
[WARN] Link (69,1) triggered large expansion: 31 nodes
[WARN] Link (4,2) triggered large expansion: 53 nodes
[WARN] Link (12,2) triggered large expansion: 43 nodes
[WARN] Link (16,2) triggered large expansion: 53 nodes
[WARN] Link (17,2) triggered large expansion: 32 nodes
[WARN] Link (93,2) triggered large expansion: 38 nodes
[WARN] Link (98,2) triggered large expansion: 31 nodes
[WARN] Link (16,3) triggered large expansion: 53 nodes
[WARN] Link (38,3) triggered large expansion: 47 nodes
[WARN] Link (43,3) triggered large expansion: 36 nodes
[WARN] Link (16,4) triggered large expansion: 53 nodes
[WARN] Link (69,4) triggered large expansion: 31 nodes
[WARN] Link (93,4) triggered large expansion: 38 nodes
[WARN] Link (107,4) triggered large expansion: 31 nodes
Progress: 20% – Elapsed: 0.1s
Encoding link 286 of 1439: (39,7)
[WARN] Link (17,12) triggered large expansion: 32 nodes
[WARN] Link (25,12) triggered large expansion: 54 nodes
[WARN] Link (38,12) triggered large expansion: 47 nodes
[WARN] Link (44,12) triggered large expansion: 49 nodes
[WARN] Link (69,12) triggered large expansion: 32 nodes
[WARN] Link (93,12) triggered large expansion: 38 nodes
[WARN] Link (107,12) triggered large expansion: 31 nodes
[WARN] Link (12,16) triggered large expansion: 43 nodes
[WARN] Link (38,16) triggered large expansion: 48 nodes
[WARN] Link (69,16) triggered large expansion: 31 nodes
[WARN] Link (93,16) triggered large expansion: 38 nodes
[WARN] Link (98,16) triggered large expansion: 31 nodes
[WARN] Link (43,17) triggered large expansion: 37 nodes
[WARN] Link (44,17) triggered large expansion: 49 nodes
[WARN] Link (107,17) triggered large expansion: 31 nodes
[WARN] Link (4,18) triggered large expansion: 53 nodes
[WARN] Link (12,18) triggered large expansion: 43 nodes
[WARN] Link (16,18) triggered large expansion: 53 nodes
[WARN] Link (25,18) triggered large expansion: 53 nodes
[WARN] Link (38,18) triggered large expansion: 47 nodes
[WARN] Link (43,18) triggered large expansion: 36 nodes
[WARN] Link (16,24) triggered large expansion: 53 nodes
[WARN] Link (17,24) triggered large expansion: 31 nodes
[WARN] Link (25,24) triggered large expansion: 53 nodes
[WARN] Link (38,24) triggered large expansion: 47 nodes
[WARN] Link (44,24) triggered large expansion: 49 nodes
[WARN] Link (69,24) triggered large expansion: 31 nodes
[WARN] Link (98,24) triggered large expansion: 31 nodes
[WARN] Link (4,25) triggered large expansion: 54 nodes
[WARN] Link (12,25) triggered large expansion: 44 nodes
[WARN] Link (16,25) triggered large expansion: 54 nodes
Progress: 30% – Elapsed: 0.1s
Encoding link 429 of 1439: (37,25)
[WARN] Link (38,25) triggered large expansion: 47 nodes
[WARN] Link (44,25) triggered large expansion: 49 nodes
[WARN] Link (69,25) triggered large expansion: 32 nodes
[WARN] Link (107,25) triggered large expansion: 31 nodes
[WARN] Link (12,26) triggered large expansion: 44 nodes
[WARN] Link (17,26) triggered large expansion: 32 nodes
[WARN] Link (25,26) triggered large expansion: 53 nodes
[WARN] Link (69,27) triggered large expansion: 31 nodes
[WARN] Link (4,28) triggered large expansion: 53 nodes
[WARN] Link (69,28) triggered large expansion: 31 nodes
[WARN] Link (43,30) triggered large expansion: 36 nodes
[WARN] Link (44,30) triggered large expansion: 49 nodes
[WARN] Link (93,30) triggered large expansion: 38 nodes
[WARN] Link (4,31) triggered large expansion: 53 nodes
[WARN] Link (12,31) triggered large expansion: 43 nodes
[WARN] Link (17,31) triggered large expansion: 31 nodes
[WARN] Link (38,31) triggered large expansion: 47 nodes
[WARN] Link (43,31) triggered large expansion: 36 nodes
[WARN] Link (44,31) triggered large expansion: 49 nodes
[WARN] Link (69,31) triggered large expansion: 31 nodes
[WARN] Link (98,31) triggered large expansion: 31 nodes
[WARN] Link (107,31) triggered large expansion: 31 nodes
[WARN] Link (4,32) triggered large expansion: 53 nodes
[WARN] Link (12,32) triggered large expansion: 43 nodes
[WARN] Link (16,32) triggered large expansion: 53 nodes
[WARN] Link (38,32) triggered large expansion: 47 nodes
[WARN] Link (43,32) triggered large expansion: 36 nodes
[WARN] Link (98,32) triggered large expansion: 32 nodes
[WARN] Link (107,32) triggered large expansion: 31 nodes
Progress: 40% – Elapsed: 0.1s
Encoding link 572 of 1439: (70,33)
[WARN] Link (16,35) triggered large expansion: 53 nodes
[WARN] Link (25,35) triggered large expansion: 53 nodes
[WARN] Link (43,35) triggered large expansion: 36 nodes
[WARN] Link (38,36) triggered large expansion: 47 nodes
[WARN] Link (43,36) triggered large expansion: 36 nodes
[WARN] Link (44,36) triggered large expansion: 49 nodes
[WARN] Link (17,37) triggered large expansion: 32 nodes
[WARN] Link (43,37) triggered large expansion: 36 nodes
[WARN] Link (93,37) triggered large expansion: 38 nodes
[WARN] Link (98,37) triggered large expansion: 31 nodes
[WARN] Link (12,38) triggered large expansion: 43 nodes
[WARN] Link (16,38) triggered large expansion: 54 nodes
[WARN] Link (43,38) triggered large expansion: 37 nodes
[WARN] Link (69,38) triggered large expansion: 32 nodes
[WARN] Link (93,38) triggered large expansion: 39 nodes
[WARN] Link (98,38) triggered large expansion: 32 nodes
[WARN] Link (98,41) triggered large expansion: 31 nodes
[WARN] Link (4,42) triggered large expansion: 53 nodes
[WARN] Link (16,42) triggered large expansion: 53 nodes
[WARN] Link (17,42) triggered large expansion: 32 nodes
[WARN] Link (25,42) triggered large expansion: 53 nodes
Progress: 50% – Elapsed: 0.2s
Encoding link 715 of 1439: (41,42)
[WARN] Link (93,42) triggered large expansion: 38 nodes
[WARN] Link (4,43) triggered large expansion: 53 nodes
[WARN] Link (16,43) triggered large expansion: 53 nodes
[WARN] Link (17,43) triggered large expansion: 32 nodes
[WARN] Link (38,43) triggered large expansion: 48 nodes
[WARN] Link (69,43) triggered large expansion: 32 nodes
[WARN] Link (98,43) triggered large expansion: 31 nodes
[WARN] Link (107,43) triggered large expansion: 31 nodes
[WARN] Link (4,44) triggered large expansion: 53 nodes
[WARN] Link (12,44) triggered large expansion: 43 nodes
[WARN] Link (16,44) triggered large expansion: 53 nodes
[WARN] Link (25,44) triggered large expansion: 53 nodes
[WARN] Link (38,44) triggered large expansion: 47 nodes
[WARN] Link (93,44) triggered large expansion: 39 nodes
[WARN] Link (4,45) triggered large expansion: 53 nodes
[WARN] Link (12,45) triggered large expansion: 44 nodes
[WARN] Link (25,45) triggered large expansion: 53 nodes
[WARN] Link (38,45) triggered large expansion: 47 nodes
[WARN] Link (44,45) triggered large expansion: 49 nodes
[WARN] Link (98,45) triggered large expansion: 32 nodes
[WARN] Link (4,46) triggered large expansion: 53 nodes
[WARN] Link (12,46) triggered large expansion: 43 nodes
[WARN] Link (38,46) triggered large expansion: 47 nodes
[WARN] Link (43,46) triggered large expansion: 36 nodes
[WARN] Link (44,46) triggered large expansion: 49 nodes
[WARN] Link (69,46) triggered large expansion: 31 nodes
[WARN] Link (93,46) triggered large expansion: 38 nodes
[WARN] Link (98,46) triggered large expansion: 31 nodes
[WARN] Link (107,46) triggered large expansion: 31 nodes
[WARN] Link (4,55) triggered large expansion: 54 nodes
[WARN] Link (12,55) triggered large expansion: 44 nodes
[WARN] Link (38,55) triggered large expansion: 48 nodes
[WARN] Link (43,55) triggered large expansion: 37 nodes
[WARN] Link (44,55) triggered large expansion: 50 nodes
[WARN] Link (69,55) triggered large expansion: 32 nodes
[WARN] Link (93,55) triggered large expansion: 39 nodes
[WARN] Link (98,55) triggered large expansion: 32 nodes
[WARN] Link (107,55) triggered large expansion: 31 nodes
[WARN] Link (12,58) triggered large expansion: 43 nodes
[WARN] Link (17,58) triggered large expansion: 32 nodes
[WARN] Link (25,58) triggered large expansion: 53 nodes
Progress: 60% – Elapsed: 0.2s
Encoding link 858 of 1439: (27,58)
[WARN] Link (43,58) triggered large expansion: 36 nodes
[WARN] Link (44,58) triggered large expansion: 49 nodes
[WARN] Link (98,58) triggered large expansion: 31 nodes
[WARN] Link (4,59) triggered large expansion: 53 nodes
[WARN] Link (12,59) triggered large expansion: 43 nodes
[WARN] Link (16,59) triggered large expansion: 53 nodes
[WARN] Link (17,59) triggered large expansion: 31 nodes
[WARN] Link (44,59) triggered large expansion: 49 nodes
[WARN] Link (69,59) triggered large expansion: 31 nodes
[WARN] Link (98,59) triggered large expansion: 32 nodes
[WARN] Link (107,59) triggered large expansion: 31 nodes
[WARN] Link (4,60) triggered large expansion: 54 nodes
[WARN] Link (12,60) triggered large expansion: 43 nodes
[WARN] Link (25,60) triggered large expansion: 53 nodes
[WARN] Link (43,60) triggered large expansion: 37 nodes
[WARN] Link (44,60) triggered large expansion: 49 nodes
[WARN] Link (69,60) triggered large expansion: 32 nodes
[WARN] Link (98,60) triggered large expansion: 32 nodes
[WARN] Link (16,62) triggered large expansion: 53 nodes
[WARN] Link (17,62) triggered large expansion: 31 nodes
[WARN] Link (93,62) triggered large expansion: 39 nodes
[WARN] Link (98,62) triggered large expansion: 31 nodes
[WARN] Link (16,63) triggered large expansion: 53 nodes
[WARN] Link (25,63) triggered large expansion: 53 nodes
[WARN] Link (38,63) triggered large expansion: 47 nodes
[WARN] Link (4,64) triggered large expansion: 53 nodes
[WARN] Link (12,64) triggered large expansion: 44 nodes
[WARN] Link (38,64) triggered large expansion: 47 nodes
[WARN] Link (43,64) triggered large expansion: 36 nodes
[WARN] Link (44,64) triggered large expansion: 49 nodes
[WARN] Link (69,64) triggered large expansion: 32 nodes
[WARN] Link (17,65) triggered large expansion: 32 nodes
[WARN] Link (38,65) triggered large expansion: 48 nodes
Progress: 70% – Elapsed: 0.2s
Encoding link 1001 of 1439: (1,67)
[WARN] Link (16,67) triggered large expansion: 53 nodes
[WARN] Link (17,67) triggered large expansion: 31 nodes
[WARN] Link (38,67) triggered large expansion: 47 nodes
[WARN] Link (43,67) triggered large expansion: 37 nodes
[WARN] Link (44,67) triggered large expansion: 49 nodes
[WARN] Link (98,67) triggered large expansion: 32 nodes
[WARN] Link (107,67) triggered large expansion: 31 nodes
[WARN] Link (4,68) triggered large expansion: 53 nodes
[WARN] Link (12,68) triggered large expansion: 43 nodes
[WARN] Link (16,68) triggered large expansion: 53 nodes
[WARN] Link (17,68) triggered large expansion: 31 nodes
[WARN] Link (25,68) triggered large expansion: 53 nodes
[WARN] Link (38,68) triggered large expansion: 47 nodes
[WARN] Link (98,68) triggered large expansion: 31 nodes
[WARN] Link (17,69) triggered large expansion: 31 nodes
[WARN] Link (38,69) triggered large expansion: 48 nodes
[WARN] Link (44,69) triggered large expansion: 49 nodes
[WARN] Link (107,69) triggered large expansion: 31 nodes
[WARN] Link (12,78) triggered large expansion: 43 nodes
[WARN] Link (16,78) triggered large expansion: 53 nodes
[WARN] Link (17,78) triggered large expansion: 32 nodes
[WARN] Link (38,78) triggered large expansion: 47 nodes
[WARN] Link (16,79) triggered large expansion: 53 nodes
[WARN] Link (25,79) triggered large expansion: 53 nodes
[WARN] Link (43,79) triggered large expansion: 37 nodes
[WARN] Link (44,79) triggered large expansion: 49 nodes
[WARN] Link (93,79) triggered large expansion: 38 nodes
[WARN] Link (98,79) triggered large expansion: 32 nodes
Progress: 79% – Elapsed: 0.3s
Encoding link 1144 of 1439: (98,79)
[WARN] Link (107,79) triggered large expansion: 31 nodes
[WARN] Link (12,81) triggered large expansion: 43 nodes
[WARN] Link (16,81) triggered large expansion: 53 nodes
[WARN] Link (25,81) triggered large expansion: 53 nodes
[WARN] Link (38,81) triggered large expansion: 47 nodes
[WARN] Link (43,81) triggered large expansion: 36 nodes
[WARN] Link (98,81) triggered large expansion: 31 nodes
[WARN] Link (107,81) triggered large expansion: 31 nodes
[WARN] Link (12,86) triggered large expansion: 44 nodes
[WARN] Link (16,86) triggered large expansion: 54 nodes
[WARN] Link (17,86) triggered large expansion: 32 nodes
[WARN] Link (25,86) triggered large expansion: 54 nodes
[WARN] Link (69,86) triggered large expansion: 32 nodes
[WARN] Link (12,90) triggered large expansion: 43 nodes
[WARN] Link (16,90) triggered large expansion: 53 nodes
[WARN] Link (17,90) triggered large expansion: 31 nodes
[WARN] Link (98,90) triggered large expansion: 31 nodes
[WARN] Link (4,91) triggered large expansion: 53 nodes
[WARN] Link (12,91) triggered large expansion: 43 nodes
[WARN] Link (43,91) triggered large expansion: 36 nodes
[WARN] Link (44,91) triggered large expansion: 49 nodes
[WARN] Link (69,91) triggered large expansion: 31 nodes
[WARN] Link (93,91) triggered large expansion: 39 nodes
[WARN] Link (98,91) triggered large expansion: 32 nodes
[WARN] Link (12,93) triggered large expansion: 43 nodes
[WARN] Link (16,93) triggered large expansion: 53 nodes
[WARN] Link (17,93) triggered large expansion: 32 nodes
[WARN] Link (38,93) triggered large expansion: 48 nodes
[WARN] Link (44,93) triggered large expansion: 50 nodes
Progress: 89% – Elapsed: 0.3s
Encoding link 1287 of 1439: (40,96)
[WARN] Link (4,97) triggered large expansion: 53 nodes
[WARN] Link (43,97) triggered large expansion: 36 nodes
[WARN] Link (44,97) triggered large expansion: 49 nodes
[WARN] Link (107,97) triggered large expansion: 31 nodes
[WARN] Link (17,98) triggered large expansion: 32 nodes
[WARN] Link (38,98) triggered large expansion: 48 nodes
[WARN] Link (107,98) triggered large expansion: 31 nodes
[WARN] Link (4,99) triggered large expansion: 53 nodes
[WARN] Link (69,99) triggered large expansion: 31 nodes
[WARN] Link (98,99) triggered large expansion: 31 nodes
[WARN] Link (16,100) triggered large expansion: 53 nodes
[WARN] Link (44,100) triggered large expansion: 49 nodes
[WARN] Link (98,100) triggered large expansion: 31 nodes
[WARN] Link (107,100) triggered large expansion: 31 nodes
[WARN] Link (4,105) triggered large expansion: 54 nodes
[WARN] Link (17,105) triggered large expansion: 32 nodes
[WARN] Link (38,105) triggered large expansion: 48 nodes
[WARN] Link (44,105) triggered large expansion: 50 nodes
[WARN] Link (12,107) triggered large expansion: 43 nodes
[WARN] Link (17,107) triggered large expansion: 31 nodes
[WARN] Link (25,107) triggered large expansion: 53 nodes
[WARN] Link (93,107) triggered large expansion: 38 nodes
[WARN] Link (98,107) triggered large expansion: 31 nodes
[WARN] Link (12,108) triggered large expansion: 44 nodes
[WARN] Link (16,108) triggered large expansion: 54 nodes
[WARN] Link (17,108) triggered large expansion: 32 nodes
[WARN] Link (25,108) triggered large expansion: 54 nodes
[WARN] Link (43,108) triggered large expansion: 37 nodes
Progress: 99% – Elapsed: 0.3s
Encoding link 1430 of 1439: (46,108)
[WARN] Link (93,108) triggered large expansion: 39 nodes
[WARN] Link (107,108) triggered large expansion: 31 nodes
Done. Total time: 0.3s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |       33.59% |       0.7621 |          0.1000 |
|       3 |          50 |       00:00:00 |       87.50% |       0.3508 |          0.1000 |
|       6 |         100 |       00:00:00 |       91.41% |       0.2302 |          0.1000 |
|       9 |         150 |       00:00:00 |       89.06% |       0.2186 |          0.1000 |
|      12 |         200 |       00:00:00 |       91.41% |       0.1910 |          0.0900 |
|      14 |         250 |       00:00:00 |       85.16% |       0.3336 |          0.0900 |
|      17 |         300 |       00:00:00 |       94.53% |       0.1476 |          0.0900 |
|      20 |         350 |       00:00:00 |       96.88% |       0.1166 |          0.0900 |
|      23 |         400 |       00:00:00 |       92.19% |       0.1902 |          0.0810 |
|      25 |         450 |       00:00:00 |       89.84% |       0.2159 |          0.0810 |
|      28 |         500 |       00:00:00 |       93.75% |       0.1608 |          0.0810 |
|      31 |         550 |       00:00:00 |       93.75% |       0.1658 |          0.0729 |
|      34 |         600 |       00:00:00 |       89.06% |       0.2020 |          0.0729 |
|      37 |         650 |       00:00:00 |       92.19% |       0.1834 |          0.0729 |
|      39 |         700 |       00:00:00 |       86.72% |       0.2915 |          0.0729 |
|      42 |         750 |       00:00:00 |       96.88% |       0.1151 |          0.0656 |
|      45 |         800 |       00:00:00 |       96.88% |       0.1064 |          0.0656 |
|      48 |         850 |       00:00:00 |       92.19% |       0.1849 |          0.0656 |
|      50 |         900 |       00:00:00 |       92.19% |       0.1891 |          0.0656 |
|      53 |         950 |       00:00:00 |       94.53% |       0.1402 |          0.0590 |
|      56 |        1000 |       00:00:01 |       93.75% |       0.1601 |          0.0590 |
|      59 |        1050 |       00:00:01 |       88.28% |       0.2067 |          0.0590 |
|      62 |        1100 |       00:00:01 |       94.53% |       0.1307 |          0.0531 |
|      64 |        1150 |       00:00:01 |       88.28% |       0.2569 |          0.0531 |
|      67 |        1200 |       00:00:01 |       96.88% |       0.1060 |          0.0531 |
|      70 |        1250 |       00:00:01 |       96.88% |       0.0989 |          0.0531 |
|      73 |        1300 |       00:00:01 |       92.19% |       0.1836 |          0.0478 |
|      75 |        1350 |       00:00:01 |       91.41% |       0.1821 |          0.0478 |
|      78 |        1400 |       00:00:01 |       94.53% |       0.1359 |          0.0478 |
|      81 |        1450 |       00:00:01 |       93.75% |       0.1672 |          0.0430 |
|      84 |        1500 |       00:00:01 |       90.62% |       0.1955 |          0.0430 |
|      87 |        1550 |       00:00:01 |       94.53% |       0.1253 |          0.0430 |
|      89 |        1600 |       00:00:01 |       89.06% |       0.2495 |          0.0430 |
|      92 |        1650 |       00:00:01 |       96.88% |       0.1053 |          0.0387 |
|      95 |        1700 |       00:00:01 |       96.88% |       0.1013 |          0.0387 |
|      98 |        1750 |       00:00:01 |       92.19% |       0.1851 |          0.0387 |
|     100 |        1800 |       00:00:01 |       91.41% |       0.1847 |          0.0387 |
|     103 |        1850 |       00:00:01 |       95.31% |       0.1308 |          0.0349 |
|     106 |        1900 |       00:00:02 |       93.75% |       0.1570 |          0.0349 |
|     109 |        1950 |       00:00:02 |       90.62% |       0.1879 |          0.0349 |
|     112 |        2000 |       00:00:02 |       95.31% |       0.1092 |          0.0314 |
|     114 |        2050 |       00:00:02 |       89.06% |       0.2347 |          0.0314 |
|     117 |        2100 |       00:00:02 |       96.88% |       0.1036 |          0.0314 |
|     120 |        2150 |       00:00:02 |       96.88% |       0.0996 |          0.0314 |
|     123 |        2200 |       00:00:02 |       92.19% |       0.1851 |          0.0282 |
|     125 |        2250 |       00:00:02 |       91.41% |       0.1813 |          0.0282 |
|     128 |        2300 |       00:00:02 |       94.53% |       0.1258 |          0.0282 |
|     131 |        2350 |       00:00:02 |       93.75% |       0.1556 |          0.0254 |
|     134 |        2400 |       00:00:02 |       90.62% |       0.1892 |          0.0254 |
|     137 |        2450 |       00:00:02 |       96.88% |       0.1051 |          0.0254 |
|     139 |        2500 |       00:00:02 |       91.41% |       0.2316 |          0.0254 |
|     142 |        2550 |       00:00:02 |       96.88% |       0.1033 |          0.0229 |
|     145 |        2600 |       00:00:02 |       96.88% |       0.0986 |          0.0229 |
|     148 |        2650 |       00:00:02 |       91.41% |       0.1865 |          0.0229 |
|     150 |        2700 |       00:00:02 |       91.41% |       0.1804 |          0.0229 |
|     153 |        2750 |       00:00:02 |       94.53% |       0.1253 |          0.0206 |
|     156 |        2800 |       00:00:02 |       93.75% |       0.1556 |          0.0206 |
|     159 |        2850 |       00:00:03 |       90.62% |       0.1871 |          0.0206 |
|     162 |        2900 |       00:00:03 |       96.09% |       0.1023 |          0.0185 |
|     164 |        2950 |       00:00:03 |       91.41% |       0.2287 |          0.0185 |
|     167 |        3000 |       00:00:03 |       96.88% |       0.1011 |          0.0185 |
|     170 |        3050 |       00:00:03 |       96.88% |       0.1005 |          0.0185 |
|     173 |        3100 |       00:00:03 |       91.41% |       0.1880 |          0.0167 |
|     175 |        3150 |       00:00:03 |       91.41% |       0.1791 |          0.0167 |
|     178 |        3200 |       00:00:03 |       95.31% |       0.1222 |          0.0167 |
|     181 |        3250 |       00:00:03 |       93.75% |       0.1547 |          0.0150 |
|     184 |        3300 |       00:00:03 |       90.62% |       0.1871 |          0.0150 |
|     187 |        3350 |       00:00:03 |       96.88% |       0.0986 |          0.0150 |
|     189 |        3400 |       00:00:03 |       89.84% |       0.2277 |          0.0150 |
|     192 |        3450 |       00:00:03 |       96.88% |       0.1004 |          0.0135 |
|     195 |        3500 |       00:00:03 |       96.88% |       0.0999 |          0.0135 |
|     198 |        3550 |       00:00:03 |       90.62% |       0.1879 |          0.0135 |
|     200 |        3600 |       00:00:03 |       91.41% |       0.1792 |          0.0135 |
|========================================================================================|
Training finished: Max epochs completed.
Best Threshold: 0.80, Precision: 0.6960, Recall: 0.9016, F1-Score: 0.7856
AUC: 0.9706
