Foodweb,FoodwebKey,Ecosystem,MetricName,MetricLabel,Value,RetainedRunsAfterTukey,OutlierRunsExcluded,NetworkType
AEW49,aew49,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.43668446206,35,7,Empirical
AP1,ap1,Marine,MeanTrophicHeight,Mean trophic height,2.34615384615,45,4,Empirical
AP2,ap2,Marine,MeanTrophicHeight,Mean trophic height,2.42592592593,44,3,Empirical
AP3,ap3,Marine,MeanTrophicHeight,Mean trophic height,2.37712880291,43,3,Empirical
AP4,ap4,Marine,MeanTrophicHeight,Mean trophic height,2.3985042735,44,3,Empirical
Afon Hafren 2005,afon hafren 2005,Stream,MeanTrophicHeight,Mean trophic height,1.78792953458,45,5,Empirical
Alert,alert,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.85416666667,44,4,Empirical
Alford lake,alford lake,Lake,MeanTrophicHeight,Mean trophic height,1.7010314546,44,4,Empirical
Allt a Mharcaidh,allt a mharcaidh,Stream,MeanTrophicHeight,Mean trophic height,1.89619940263,50,0,Empirical
BP1,bp1,Marine,MeanTrophicHeight,Mean trophic height,2.08848003848,43,3,Empirical
BP2,bp2,Marine,MeanTrophicHeight,Mean trophic height,1.72839506173,48,1,Empirical
BP3,bp3,Marine,MeanTrophicHeight,Mean trophic height,2.06493506494,49,0,Empirical
Balsam lake,balsam lake,Lake,MeanTrophicHeight,Mean trophic height,1.58705747126,44,6,Empirical
Beaver lake,beaver lake,Lake,MeanTrophicHeight,Mean trophic height,1.67352450239,45,5,Empirical
Big hope lake,big hope lake,Lake,MeanTrophicHeight,Mean trophic height,1.7688529108,46,4,Empirical
Blackrock Stream,blackrock stream,Stream,MeanTrophicHeight,Mean trophic height,1.48388363511,45,5,Empirical
Brandy lake,brandy lake,Lake,MeanTrophicHeight,Mean trophic height,1.92218637945,48,1,Empirical
Bridge brook lake,bridge brook lake,Lake,MeanTrophicHeight,Mean trophic height,1.64942083725,48,2,Empirical
Broad Stream,broad stream,Stream,MeanTrophicHeight,Mean trophic height,1.51383458647,47,3,Empirical
Broadstone Stream,broadstone stream,Stream,MeanTrophicHeight,Mean trophic height,2.18974518502,39,5,Empirical
Brook trout lake,brook trout lake,Lake,MeanTrophicHeight,Mean trophic height,1.51111111111,46,4,Empirical
Buck pond,buck pond,Lake,MeanTrophicHeight,Mean trophic height,1.53658536585,47,3,Empirical
Bure Stream,bure stream,Stream,MeanTrophicHeight,Mean trophic height,1.76734420076,48,2,Empirical
Burntbridge lake,burntbridge lake,Lake,MeanTrophicHeight,Mean trophic height,1.51251814224,44,6,Empirical
Bylot,bylot,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.121875,46,3,Empirical
CGP1,cgp1,Marine,MeanTrophicHeight,Mean trophic height,2.37962962963,47,2,Empirical
CGP2,cgp2,Marine,MeanTrophicHeight,Mean trophic height,2.40079365079,42,2,Empirical
CGP3,cgp3,Marine,MeanTrophicHeight,Mean trophic height,2.41460253456,42,4,Empirical
CR1P1,cr1p1,Marine,MeanTrophicHeight,Mean trophic height,2.27967150419,40,7,Empirical
CR1P2,cr1p2,Marine,MeanTrophicHeight,Mean trophic height,2.27125436421,46,3,Empirical
CR1P3,cr1p3,Marine,MeanTrophicHeight,Mean trophic height,2.07950535945,44,4,Empirical
CR1P4,cr1p4,Marine,MeanTrophicHeight,Mean trophic height,1.96201854167,41,5,Empirical
CR2P1,cr2p1,Marine,MeanTrophicHeight,Mean trophic height,2.07637046421,42,4,Empirical
CR2P2,cr2p2,Marine,MeanTrophicHeight,Mean trophic height,2.05845954907,45,4,Empirical
CR2P3,cr2p3,Marine,MeanTrophicHeight,Mean trophic height,2.01715358857,43,3,Empirical
CR2P4,cr2p4,Marine,MeanTrophicHeight,Mean trophic height,2.28855425192,42,2,Empirical
Canton Creek,canton creek,Stream,MeanTrophicHeight,Mean trophic height,1.5375755404,45,5,Empirical
Caribbean Reef,caribbean reef,Marine,MeanTrophicHeight,Mean trophic height,3.64635216664,38,5,Empirical
Carpinteria,carpinteria,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,7.61803857383,43,5,Empirical
Cascade lake,cascade lake,Lake,MeanTrophicHeight,Mean trophic height,1.67110437925,47,3,Empirical
Chesapeake Bay,chesapeake bay,Marine,MeanTrophicHeight,Mean trophic height,3.65266582384,43,7,Empirical
Chilean Intertidal Curaumilla,chilean intertidal curaumilla,Marine,MeanTrophicHeight,Mean trophic height,1.70785699186,50,0,Empirical
Chilean Intertidal El Quisco,chilean intertidal el quisco,Marine,MeanTrophicHeight,Mean trophic height,1.71014491845,50,0,Empirical
Chilean Intertidal Las Cruces,chilean intertidal las cruces,Marine,MeanTrophicHeight,Mean trophic height,1.73030637088,48,1,Empirical
Chilean Intertidal Los Molles,chilean intertidal los molles,Marine,MeanTrophicHeight,Mean trophic height,1.73051384584,49,0,Empirical
Chub lake,chub lake,Lake,MeanTrophicHeight,Mean trophic height,1.50842131724,47,3,Empirical
Chub pond,chub pond,Lake,MeanTrophicHeight,Mean trophic height,1.93446397224,40,10,Empirical
Connera lake,connera lake,Lake,MeanTrophicHeight,Mean trophic height,1.71264542607,48,0,Empirical
Constable lake,constable lake,Lake,MeanTrophicHeight,Mean trophic height,1.41282051282,48,2,Empirical
Dargall Lane,dargall lane,Stream,MeanTrophicHeight,Mean trophic height,1.88888888889,47,2,Empirical
Deep lake,deep lake,Lake,MeanTrophicHeight,Mean trophic height,1.40789473684,47,2,Empirical
Dempsters Stream,dempsters stream,Stream,MeanTrophicHeight,Mean trophic height,1.73606094123,46,4,Empirical
Duddon Pike Beck,duddon pike beck,Stream,MeanTrophicHeight,Mean trophic height,1.91076558937,48,2,Empirical
Dutch Microfauna food web PlotA,dutch microfauna food web plota,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,1.85784763736,39,3,Empirical
Dutch Microfauna food web PlotB,dutch microfauna food web plotb,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,1.83578367157,32,7,Empirical
Dutch Microfauna food web PlotC,dutch microfauna food web plotc,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,1.83620139899,36,0,Empirical
Emerald lake,emerald lake,Lake,MeanTrophicHeight,Mean trophic height,1.69886363636,42,7,Empirical
F1P1,f1p1,Marine,MeanTrophicHeight,Mean trophic height,1.92834119718,44,3,Empirical
F1P2,f1p2,Marine,MeanTrophicHeight,Mean trophic height,1.96986543005,44,1,Empirical
F1P3,f1p3,Marine,MeanTrophicHeight,Mean trophic height,1.83153306582,44,4,Empirical
F1P4,f1p4,Marine,MeanTrophicHeight,Mean trophic height,1.99450374977,45,3,Empirical
F2P1,f2p1,Marine,MeanTrophicHeight,Mean trophic height,1.91908482801,44,4,Empirical
F2P2,f2p2,Marine,MeanTrophicHeight,Mean trophic height,1.93648503172,47,2,Empirical
F2P3,f2p3,Marine,MeanTrophicHeight,Mean trophic height,2.09267012725,46,3,Empirical
F2P4,f2p4,Marine,MeanTrophicHeight,Mean trophic height,2.04012784276,40,6,Empirical
FP1,fp1,Marine,MeanTrophicHeight,Mean trophic height,2.11350796097,43,3,Empirical
FXAP1,fxap1,Marine,MeanTrophicHeight,Mean trophic height,1.7191601381,42,4,Empirical
FXAP2,fxap2,Marine,MeanTrophicHeight,Mean trophic height,1.85468541175,45,3,Empirical
FXAP3,fxap3,Marine,MeanTrophicHeight,Mean trophic height,1.81793352706,46,1,Empirical
FXAP4,fxap4,Marine,MeanTrophicHeight,Mean trophic height,2.06781078534,43,3,Empirical
FXBP1,fxbp1,Marine,MeanTrophicHeight,Mean trophic height,1.64821372417,48,0,Empirical
FXBP2,fxbp2,Marine,MeanTrophicHeight,Mean trophic height,1.84914057127,46,2,Empirical
FXBP3,fxbp3,Marine,MeanTrophicHeight,Mean trophic height,1.81326856754,46,2,Empirical
FXBP4,fxbp4,Marine,MeanTrophicHeight,Mean trophic height,1.83519107352,49,1,Empirical
Falls lake,falls lake,Lake,MeanTrophicHeight,Mean trophic height,1.63898179116,47,3,Empirical
Fawn lake,fawn lake,Lake,MeanTrophicHeight,Mean trophic height,1.74921875,47,3,Empirical
Federation lake,federation lake,Lake,MeanTrophicHeight,Mean trophic height,1.81168831169,47,2,Empirical
FloridaIslandE1,floridaislande1,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.72092740526,38,7,Empirical
FloridaIslandE2,floridaislande2,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.6240281257,38,2,Empirical
FloridaIslandE3,floridaislande3,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.72722410524,44,3,Empirical
FloridaIslandE7,floridaislande7,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.77752014616,34,5,Empirical
FloridaIslandE9,floridaislande9,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.7017286614,38,3,Empirical
GJAP1,gjap1,Marine,MeanTrophicHeight,Mean trophic height,1.71222343556,44,5,Empirical
GJAP2,gjap2,Marine,MeanTrophicHeight,Mean trophic height,2.08088719967,42,0,Empirical
GJAP3,gjap3,Marine,MeanTrophicHeight,Mean trophic height,1.72811594203,48,2,Empirical
GJAP4,gjap4,Marine,MeanTrophicHeight,Mean trophic height,1.77848484848,46,0,Empirical
GJBP1,gjbp1,Marine,MeanTrophicHeight,Mean trophic height,1.89826015023,44,4,Empirical
GJBP2,gjbp2,Marine,MeanTrophicHeight,Mean trophic height,1.65840440383,41,8,Empirical
GJBP3,gjbp3,Marine,MeanTrophicHeight,Mean trophic height,1.83039188825,47,1,Empirical
GJBP4,gjbp4,Marine,MeanTrophicHeight,Mean trophic height,1.68507579377,44,4,Empirical
Gearagh,gearagh,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,2.51765153868,44,5,Empirical
German Creek,german creek,Stream,MeanTrophicHeight,Mean trophic height,1.50726744186,48,2,Empirical
Goose lake,goose lake,Lake,MeanTrophicHeight,Mean trophic height,1.48974358974,42,6,Empirical
"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown1","grand caricaie marsh dominated by cladietum marisci, mown clmown1",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.83047029743,46,4,Empirical
"Grand Caricaie  marsh dominated by Cladietum marisci, mown  Clmown2","grand caricaie marsh dominated by cladietum marisci, mown clmown2",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.93463951917,43,6,Empirical
"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl1","grand caricaie marsh dominated by cladietum marisci, not mown clcontrol1",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.79093330373,49,1,Empirical
"Grand Caricaie  marsh dominated by Cladietum marisci, not mown  ClControl2","grand caricaie marsh dominated by cladietum marisci, not mown clcontrol2",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.95221944919,48,2,Empirical
"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown1 ","grand caricaie marsh dominated by schoenus nigricans, mown scmown1",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.03147770803,49,1,Empirical
"Grand Caricaie  marsh dominated by Schoenus nigricans, mown  Scmown2 ","grand caricaie marsh dominated by schoenus nigricans, mown scmown2",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.94835770944,50,0,Empirical
"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl1 ","grand caricaie marsh dominated by schoenus nigricans, not mown sccontrol1",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.00591201972,49,1,Empirical
"Grand Caricaie  marsh dominated by Schoenus nigricans, not mown  ScControl2 ","grand caricaie marsh dominated by schoenus nigricans, not mown sccontrol2",Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,1.89589433889,46,4,Empirical
Grass lake,grass lake,Lake,MeanTrophicHeight,Mean trophic height,1.65976402682,45,5,Empirical
Gull lake,gull lake,Lake,MeanTrophicHeight,Mean trophic height,1.72337190083,47,3,Empirical
Gull lake north,gull lake north,Lake,MeanTrophicHeight,Mean trophic height,1.55208333333,46,4,Empirical
HEW01,hew01,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.25171046482,36,5,Empirical
HEW02,hew02,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.35021095487,44,5,Empirical
HEW03,hew03,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.39903235745,42,5,Empirical
HEW04,hew04,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.16385073108,38,5,Empirical
HEW05,hew05,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.65609801594,36,8,Empirical
HEW06,hew06,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.41487082549,39,5,Empirical
HEW10,hew10,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.39309214856,42,5,Empirical
HEW11,hew11,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.3314171118,39,5,Empirical
HEW12,hew12,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.44265627922,36,6,Empirical
HEW13,hew13,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.28340051934,40,4,Empirical
HEW16,hew16,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.52952093858,41,1,Empirical
HEW17,hew17,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.51286973993,41,3,Empirical
HEW21,hew21,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.3881041584,38,7,Empirical
HEW22,hew22,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.51892659005,37,7,Empirical
HEW36,hew36,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.43712960841,41,7,Empirical
HEW47,hew47,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.6050759006,38,4,Empirical
Hardknott Gill,hardknott gill,Stream,MeanTrophicHeight,Mean trophic height,1.89636678975,48,2,Empirical
Healy Creek,healy creek,Stream,MeanTrophicHeight,Mean trophic height,1.65016751447,44,6,Empirical
Helldiver pond,helldiver pond,Lake,MeanTrophicHeight,Mean trophic height,1.59536261723,44,6,Empirical
Herschel,herschel,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.11231884058,43,4,Empirical
High pond,high pond,Lake,MeanTrophicHeight,Mean trophic height,1.97222222222,48,2,Empirical
Hoel lake,hoel lake,Lake,MeanTrophicHeight,Mean trophic height,1.85709243317,44,6,Empirical
Horseshoe Lake,horseshoe lake,Lake,MeanTrophicHeight,Mean trophic height,1.86374897439,45,2,Empirical
Iceland stream IS7 April 2009,iceland stream is7 april 2009,Stream,MeanTrophicHeight,Mean trophic height,1.50166666667,40,10,Empirical
Iceland stream IS7 August 2008,iceland stream is7 august 2008,Stream,MeanTrophicHeight,Mean trophic height,1.37374109555,45,5,Empirical
Iceland stream IS8  April 2009,iceland stream is8 april 2009,Stream,MeanTrophicHeight,Mean trophic height,1.32432432432,46,4,Empirical
Iceland stream IS8 August 2008,iceland stream is8 august 2008,Stream,MeanTrophicHeight,Mean trophic height,1.34601832276,40,10,Empirical
Indian Lake,indian lake,Lake,MeanTrophicHeight,Mean trophic height,1.48163265306,42,8,Empirical
Kongsfjorden,kongsfjorden,Marine,MeanTrophicHeight,Mean trophic height,2.17779378685,39,9,Empirical
Kye Burn,kye burn,Stream,MeanTrophicHeight,Mean trophic height,1.50085366376,47,3,Empirical
L1P1,l1p1,Marine,MeanTrophicHeight,Mean trophic height,2.17728375166,45,3,Empirical
L1P2,l1p2,Marine,MeanTrophicHeight,Mean trophic height,2.14954626323,41,6,Empirical
L1P3,l1p3,Marine,MeanTrophicHeight,Mean trophic height,2.21328190101,44,4,Empirical
L1P4,l1p4,Marine,MeanTrophicHeight,Mean trophic height,1.86064284188,45,5,Empirical
L2P1,l2p1,Marine,MeanTrophicHeight,Mean trophic height,2.11939241413,42,5,Empirical
L2P2,l2p2,Marine,MeanTrophicHeight,Mean trophic height,2.13343635468,46,1,Empirical
L2P3,l2p3,Marine,MeanTrophicHeight,Mean trophic height,2.08028565525,42,6,Empirical
L2P4,l2p4,Marine,MeanTrophicHeight,Mean trophic height,2.16947486406,43,2,Empirical
L3P1,l3p1,Marine,MeanTrophicHeight,Mean trophic height,1.81537090361,41,5,Empirical
L3P2,l3p2,Marine,MeanTrophicHeight,Mean trophic height,1.82134135236,47,3,Empirical
L3P3,l3p3,Marine,MeanTrophicHeight,Mean trophic height,2.14167778318,47,1,Empirical
L3P4,l3p4,Marine,MeanTrophicHeight,Mean trophic height,2.2648260746,44,3,Empirical
L4P1,l4p1,Marine,MeanTrophicHeight,Mean trophic height,2.21347731426,43,3,Empirical
L4P2,l4p2,Marine,MeanTrophicHeight,Mean trophic height,2.05177585413,44,3,Empirical
L4P3,l4p3,Marine,MeanTrophicHeight,Mean trophic height,2.08749949037,44,0,Empirical
L4P4,l4p4,Marine,MeanTrophicHeight,Mean trophic height,2.33415749884,45,3,Empirical
Lake Malawi,lake malawi,Lake,MeanTrophicHeight,Mean trophic height,2.83997815456,27,2,Empirical
Little Kye Burn,little kye burn,Stream,MeanTrophicHeight,Mean trophic height,1.54529616539,46,4,Empirical
Little Rainbow Lake,little rainbow lake,Lake,MeanTrophicHeight,Mean trophic height,1.68573208684,47,3,Empirical
Loddon Stream,loddon stream,Stream,MeanTrophicHeight,Mean trophic height,1.82129705973,50,0,Empirical
Long Lake,long lake,Lake,MeanTrophicHeight,Mean trophic height,1.78052663879,39,8,Empirical
Loon Lake,loon lake,Lake,MeanTrophicHeight,Mean trophic height,1.68626319215,46,4,Empirical
Lost Lake,lost lake,Lake,MeanTrophicHeight,Mean trophic height,1.85461469534,46,3,Empirical
Lost Lake East,lost lake east,Lake,MeanTrophicHeight,Mean trophic height,1.60975609756,48,2,Empirical
Lough Hyne,lough hyne,Marine,MeanTrophicHeight,Mean trophic height,2.40831116193,41,9,Empirical
Lower Sister Lake,lower sister lake,Lake,MeanTrophicHeight,Mean trophic height,1.74047511798,45,5,Empirical
Lyde Stream,lyde stream,Stream,MeanTrophicHeight,Mean trophic height,1.60147217444,50,0,Empirical
MBP1,mbp1,Marine,MeanTrophicHeight,Mean trophic height,2.06716002499,45,2,Empirical
MBP2,mbp2,Marine,MeanTrophicHeight,Mean trophic height,2.01590565819,40,5,Empirical
MBP3,mbp3,Marine,MeanTrophicHeight,Mean trophic height,1.72528881811,49,1,Empirical
MBP4,mbp4,Marine,MeanTrophicHeight,Mean trophic height,1.91833973295,41,2,Empirical
Mill Stream,mill stream,Stream,MeanTrophicHeight,Mean trophic height,1.74725527606,46,4,Empirical
Mosendale Beck,mosendale beck,Stream,MeanTrophicHeight,Mean trophic height,1.79039328019,45,5,Empirical
Nenetsky,nenetsky,Terrestrial Aboveground,MeanTrophicHeight,Mean trophic height,2.13541666667,45,4,Empirical
Old Lodge,old lodge,Stream,MeanTrophicHeight,Mean trophic height,1.66596119929,48,2,Empirical
Oswego Lake,oswego lake,Lake,MeanTrophicHeight,Mean trophic height,1.7436396046,44,6,Empirical
Owl Lake,owl lake,Lake,MeanTrophicHeight,Mean trophic height,1.42142857143,49,1,Empirical
PC1P1,pc1p1,Marine,MeanTrophicHeight,Mean trophic height,2.01934137291,45,5,Empirical
PC1P2,pc1p2,Marine,MeanTrophicHeight,Mean trophic height,1.98147951821,42,5,Empirical
PC1P3,pc1p3,Marine,MeanTrophicHeight,Mean trophic height,2.15568233791,39,3,Empirical
PC1P4,pc1p4,Marine,MeanTrophicHeight,Mean trophic height,1.82454207063,45,4,Empirical
PC2P1,pc2p1,Marine,MeanTrophicHeight,Mean trophic height,1.73776778128,47,1,Empirical
PC2P2,pc2p2,Marine,MeanTrophicHeight,Mean trophic height,1.94946900191,41,4,Empirical
PC2P3,pc2p3,Marine,MeanTrophicHeight,Mean trophic height,2.09267832647,42,5,Empirical
PC2P4,pc2p4,Marine,MeanTrophicHeight,Mean trophic height,1.59622869981,43,4,Empirical
PC2P5,pc2p5,Marine,MeanTrophicHeight,Mean trophic height,2.07152777778,41,5,Empirical
PGSBP1,pgsbp1,Marine,MeanTrophicHeight,Mean trophic height,2.30396825397,44,2,Empirical
PGSBP2,pgsbp2,Marine,MeanTrophicHeight,Mean trophic height,2.31847525217,44,4,Empirical
PGUBP1,pgubp1,Marine,MeanTrophicHeight,Mean trophic height,1.89601554908,39,7,Empirical
PGUBP2,pgubp2,Marine,MeanTrophicHeight,Mean trophic height,2.00729166667,48,2,Empirical
PGUBP3,pgubp3,Marine,MeanTrophicHeight,Mean trophic height,1.94943858225,48,2,Empirical
PGUBP4,pgubp4,Marine,MeanTrophicHeight,Mean trophic height,1.87731481481,44,4,Empirical
PP1I1,pp1i1,Marine,MeanTrophicHeight,Mean trophic height,1.80550745551,46,3,Empirical
PP1I2,pp1i2,Marine,MeanTrophicHeight,Mean trophic height,1.65714285714,43,6,Empirical
PP1I3,pp1i3,Marine,MeanTrophicHeight,Mean trophic height,1.75757575758,48,0,Empirical
PP1I4,pp1i4,Marine,MeanTrophicHeight,Mean trophic height,1.47777777778,46,4,Empirical
PP2I1,pp2i1,Marine,MeanTrophicHeight,Mean trophic height,1.69486086616,48,1,Empirical
PP2I2,pp2i2,Marine,MeanTrophicHeight,Mean trophic height,1.65238095238,46,2,Empirical
PP2I3,pp2i3,Marine,MeanTrophicHeight,Mean trophic height,1.77088436879,46,3,Empirical
PP2I4,pp2i4,Marine,MeanTrophicHeight,Mean trophic height,1.63,47,2,Empirical
PP2M1,pp2m1,Marine,MeanTrophicHeight,Mean trophic height,1.65376984127,48,1,Empirical
PP2M2,pp2m2,Marine,MeanTrophicHeight,Mean trophic height,1.74373433584,47,2,Empirical
PP2M3,pp2m3,Marine,MeanTrophicHeight,Mean trophic height,1.81163847118,48,1,Empirical
PP2M4,pp2m4,Marine,MeanTrophicHeight,Mean trophic height,1.82506613757,48,2,Empirical
RMP1,rmp1,Marine,MeanTrophicHeight,Mean trophic height,1.98753711517,45,4,Empirical
RMP2,rmp2,Marine,MeanTrophicHeight,Mean trophic height,2.02893046107,44,4,Empirical
RMP3,rmp3,Marine,MeanTrophicHeight,Mean trophic height,2.11967009026,41,3,Empirical
RMP4,rmp4,Marine,MeanTrophicHeight,Mean trophic height,1.97855902778,42,2,Empirical
RMP5,rmp5,Marine,MeanTrophicHeight,Mean trophic height,1.85826051288,47,3,Empirical
RV1P1,rv1p1,Marine,MeanTrophicHeight,Mean trophic height,2.22833917769,40,3,Empirical
RV1P2,rv1p2,Marine,MeanTrophicHeight,Mean trophic height,2.22169980954,43,3,Empirical
RV1P3,rv1p3,Marine,MeanTrophicHeight,Mean trophic height,2.21822294518,42,4,Empirical
RV1P4,rv1p4,Marine,MeanTrophicHeight,Mean trophic height,2.24288105927,43,2,Empirical
RV2P1,rv2p1,Marine,MeanTrophicHeight,Mean trophic height,2.20425746989,46,4,Empirical
RV2P2,rv2p2,Marine,MeanTrophicHeight,Mean trophic height,2.32404427525,47,1,Empirical
RV2P3,rv2p3,Marine,MeanTrophicHeight,Mean trophic height,2.14760450494,43,4,Empirical
RV2P4,rv2p4,Marine,MeanTrophicHeight,Mean trophic height,2.14976702908,42,1,Empirical
Rat Lake,rat lake,Lake,MeanTrophicHeight,Mean trophic height,1.80483446712,45,5,Empirical
Razorback Lake,razorback lake,Lake,MeanTrophicHeight,Mean trophic height,1.69662889194,44,6,Empirical
Rock Lake,rock lake,Lake,MeanTrophicHeight,Mean trophic height,1.62587412587,46,3,Empirical
Russian Lake,russian lake,Lake,MeanTrophicHeight,Mean trophic height,1.70535714286,43,7,Empirical
SEW01,sew01,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.6263294729,40,6,Empirical
SEW02,sew02,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.23971234766,37,7,Empirical
SEW03,sew03,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.67541781444,41,4,Empirical
SEW04,sew04,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.50928287288,38,2,Empirical
SEW05,sew05,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.20917384457,38,6,Empirical
SEW06,sew06,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.65584129191,40,3,Empirical
SEW07,sew07,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.55961593665,42,6,Empirical
SEW08,sew08,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.61981545712,41,3,Empirical
SEW09,sew09,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.41147413219,42,4,Empirical
SEW18,sew18,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.67357568071,40,6,Empirical
SEW35,sew35,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.51753487231,39,7,Empirical
SEW36,sew36,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.59107116855,39,4,Empirical
SEW37,sew37,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.61824413088,43,5,Empirical
SEW41,sew41,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.59783327367,42,3,Empirical
SEW43,sew43,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.64019810352,35,4,Empirical
SEW48,sew48,Terrestrial Belowground,MeanTrophicHeight,Mean trophic height,3.54061029255,43,3,Empirical
SF1I1,sf1i1,Marine,MeanTrophicHeight,Mean trophic height,1.5835978836,50,0,Empirical
SF1I2,sf1i2,Marine,MeanTrophicHeight,Mean trophic height,1.666875,48,1,Empirical
SF1I3,sf1i3,Marine,MeanTrophicHeight,Mean trophic height,1.82939505162,43,6,Empirical
SF1I4,sf1i4,Marine,MeanTrophicHeight,Mean trophic height,1.80431101453,45,4,Empirical
SF1M1,sf1m1,Marine,MeanTrophicHeight,Mean trophic height,1.67222222222,45,3,Empirical
SF1M2,sf1m2,Marine,MeanTrophicHeight,Mean trophic height,1.725,48,2,Empirical
SF1M3,sf1m3,Marine,MeanTrophicHeight,Mean trophic height,1.71333333333,48,2,Empirical
SF1M4,sf1m4,Marine,MeanTrophicHeight,Mean trophic height,1.92666666667,45,2,Empirical
SF2I1,sf2i1,Marine,MeanTrophicHeight,Mean trophic height,1.80729166667,46,4,Empirical
SF2I2,sf2i2,Marine,MeanTrophicHeight,Mean trophic height,1.7772556391,44,3,Empirical
SF2I3,sf2i3,Marine,MeanTrophicHeight,Mean trophic height,1.67777777778,44,3,Empirical
SF2I4,sf2i4,Marine,MeanTrophicHeight,Mean trophic height,1.415,47,2,Empirical
SF2M1,sf2m1,Marine,MeanTrophicHeight,Mean trophic height,1.77857142857,46,3,Empirical
SF2M2,sf2m2,Marine,MeanTrophicHeight,Mean trophic height,2.38888888889,45,1,Empirical
SF2M3,sf2m3,Marine,MeanTrophicHeight,Mean trophic height,2.16607142857,42,5,Empirical
SF2M4,sf2m4,Marine,MeanTrophicHeight,Mean trophic height,2.19287925697,42,4,Empirical
SP1,sp1,Marine,MeanTrophicHeight,Mean trophic height,3.04338842975,36,5,Empirical
Safford Lake,safford lake,Lake,MeanTrophicHeight,Mean trophic height,1.77603654062,43,6,Empirical
Sand Lake,sand lake,Lake,MeanTrophicHeight,Mean trophic height,1.66219053935,43,7,Empirical
Scottish Lake,scottish lake,Lake,MeanTrophicHeight,Mean trophic height,1.64793684098,49,1,Empirical
South Lake,south lake,Lake,MeanTrophicHeight,Mean trophic height,1.40909090909,45,5,Empirical
Squaw Lake,squaw lake,Lake,MeanTrophicHeight,Mean trophic height,1.50910569106,47,2,Empirical
Stink Lake,stink lake,Lake,MeanTrophicHeight,Mean trophic height,1.72130158695,46,4,Empirical
Stony Stream,stony stream,Stream,MeanTrophicHeight,Mean trophic height,1.51944503838,50,0,Empirical
